AnimalID,Age_Days,sex,fertile
A704046,4,Female,Y
A670087,2555,Male,N
A695935,730,Male,Y
A665698,330,Male,N
A714227,730,Female,N
A698936,365,Male,N
A695204,365,Male,N
A698896,730,Male,N
A638621,1460,Female,N
A686592,730,Male,Y
A710536,30,Female,N
A701706,2,Male,Y
A665072,60,Male,N
A686182,3650,Female,N
A678579,1095,Male,N
A683663,120,Female,Y
A708758,30,Male,Y
A681153,60,Male,Y
A689687,730,Male,Y
A702845,90,Male,N
A709954,1095,Male,N
A700751,60,Female,N
A664768,150,Male,N
A687740,1825,Female,N
A677556,1460,Female,N
A714737,2555,Female,N
A708078,3285,Female,Y
A693889,180,Female,Y
A689829,365,Male,N
A714025,730,Male,N
A660345,180,Male,N
A669140,30,Male,Y
A676176,730,Male,N
A715359,60,Female,N
A691919,300,Male,N
A674671,1,Male,Y
A700582,730,Female,Y
A687185,1460,Female,N
A709637,2555,Male,N
A700567,2555,Female,N
A710321,60,Female,N
A711404,60,Female,N
A693715,3,Male,Y
A612711,1460,Male,N
A705698,2,Unknown,Unknown
A664112,60,Male,N
A707728,2,Male,Y
A699391,730,Male,N
A699534,365,Female,N
A690776,60,Male,Y
A702533,730,Female,N
A716218,1460,Female,N
A624436,1095,Male,N
A596942,2920,Male,Y
A701045,730,Male,N
A601482,2555,Male,N
A699191,730,Male,N
A667545,240,Male,N
A680834,365,Female,N
A215368,4745,Male,N
A711600,3,Male,Y
A670718,2190,Male,N
A709471,90,Female,N
A698265,730,Female,N
A683700,1825,Female,N
A698566,730,Male,N
A669977,365,Male,N
A552877,2920,Female,N
A675639,1095,Male,N
A701607,365,Male,Y
A710237,2555,Female,Y
A686679,60,Female,N
A692453,730,Female,Y
A682485,730,Male,Y
A674746,1095,Male,N
A706138,120,Female,N
A693935,1825,Female,N
A688064,300,Male,N
A697171,730,Female,N
A678474,1460,Male,N
A684704,4,Female,Y
A697320,365,Female,N
A714081,1460,Male,N
A685603,180,Male,Y
A703270,3,Unknown,Unknown
A651306,1095,Male,N
A696044,365,Male,N
A694347,330,Male,N
A510336,2555,Male,N
A689894,730,Male,Y
A708283,90,Female,Y
A525592,2555,Female,N
A667153,30,Male,Y
A694398,210,Female,Y
A678841,1,Male,Y
A670833,365,Female,Y
A720141,730,Male,N
A670391,730,Male,N
A667794,365,Male,Y
A680971,60,Male,N
A665403,365,Male,N
A701610,180,Female,N
A672280,60,Male,N
A700035,365,Female,N
A705048,730,Female,N
A718798,365,Male,N
A677733,1460,Female,N
A700148,60,Male,N
A685822,1825,Female,Y
A448020,5110,Female,N
A693628,730,Female,N
A678199,210,Male,N
A702705,365,Female,N
A669053,120,Male,Y
A616027,730,Female,N
A679649,90,Female,Y
A679555,270,Female,N
A708920,90,Male,Y
A675525,1095,Female,N
A698564,30,Male,N
A679765,1095,Male,N
A719494,365,Female,Y
A685432,2190,Male,Y
A682197,60,Female,Y
A706477,4380,Male,N
A715230,30,Male,Y
A710193,2920,Female,N
A714641,365,Male,Y
A706260,365,Female,N
A708568,4,Male,Y
A697990,1460,Female,N
A682610,30,Female,N
A707446,3,Female,Y
A672400,60,Male,Y
A680991,3,Male,Y
A716088,180,Male,Y
A669934,730,Female,Y
A709997,730,Female,Y
A693125,2190,Female,N
A677668,4,Male,Y
A342480,5110,Female,N
A683655,150,Male,N
A678614,90,Male,N
A673726,30,Female,Y
A697603,180,Female,N
A628792,1095,Female,N
A684687,365,Male,N
A702902,365,Male,Y
A713560,1095,Female,N
A681561,30,Male,Y
A688162,60,Female,N
A719796,2190,Male,N
A696833,1825,Male,N
A704501,3285,Female,N
A673216,730,Male,Y
A415589,3650,Female,N
A709200,30,Female,Y
A668319,60,Male,Y
A688850,1095,Female,N
A662147,180,Male,N
A680766,120,Female,N
A685245,120,Male,N
A697908,365,Female,N
A283735,4745,Female,N
A687863,730,Female,N
A688536,60,Male,N
A685185,90,Female,N
A699933,240,Female,N
A651299,730,Female,N
A676143,180,Male,N
A711910,2920,Female,N
A691281,240,Male,N
A696637,365,Male,N
A700913,2,Female,Y
A703721,1,Unknown,Unknown
A648687,365,Female,N
A672573,730,Male,N
A713362,120,Female,N
A667955,730,Female,N
A697206,120,Female,Y
A716743,730,Male,N
A688569,60,Male,N
A712883,1095,Female,N
A681939,90,Female,N
A696055,365,Female,Y
A705526,3650,Male,Y
A680244,4,Male,Y
A680444,2190,Male,N
A716076,1095,Male,N
A716636,730,Male,N
A707974,730,Female,Y
A681006,1460,Male,N
A584947,4015,Male,N
A624189,1095,Male,N
A674311,120,Female,N
A683466,180,Male,N
A708080,730,Unknown,Unknown
A640416,1460,Female,N
A677877,730,Female,Y
A687624,365,Male,N
A696292,365,Male,N
A693332,730,Female,N
A709058,2190,Male,N
A692897,4015,Male,Y
A693872,2920,Male,Y
A701185,3285,Female,N
A652270,270,Female,N
A701641,1460,Female,N
A705802,60,Unknown,Unknown
A693030,90,Male,N
A680720,30,Male,Y
A711598,365,Female,N
A695483,730,Male,N
A669699,730,Male,Y
A484945,2555,Male,N
A676606,120,Male,N
A676224,1825,Male,N
A675932,365,Male,N
A701369,60,Female,Y
A715280,60,Male,N
A683959,2,Unknown,Unknown
A670260,4380,Female,Y
A697604,180,Female,N
A647886,3650,Female,Y
A705036,365,Male,N
A717842,365,Male,N
A695823,30,Male,N
A681139,730,Female,Y
A646980,730,Male,N
A671314,300,Male,N
A683676,730,Male,N
A715627,1825,Male,Y
A661986,90,Female,N
A688059,5,Female,Y
A717615,1460,Female,N
A709989,60,Male,Y
A683293,60,Male,N
A664439,180,Male,N
A672762,300,Male,N
A688036,730,Male,N
A679928,90,Male,N
A697715,730,Unknown,Unknown
A659731,730,Female,N
A687344,730,Female,N
A693005,365,Male,N
A690535,60,Male,N
A699574,730,Male,N
A708073,2,Male,Y
A690413,2555,Male,N
A677474,730,Female,N
A669837,730,Male,N
A535484,1825,Male,N
A696319,4380,Male,N
A667407,60,Female,N
A716491,1460,Male,N
A547088,2190,Male,N
A716372,60,Male,N
A676813,730,Male,N
A682879,30,Female,Y
A703780,365,Female,N
A712980,1,Male,Y
A669899,150,Female,N
A703887,30,Female,Y
A686705,730,Female,Y
A675940,3,Male,Y
A681508,90,Male,N
A687069,120,Female,N
A697812,2190,Female,N
A696438,730,Male,N
A655516,730,Female,N
A716316,120,Male,N
A678847,30,Female,N
A664749,60,Male,N
A701041,90,Female,N
A689132,60,Male,N
A714280,90,Male,N
A699036,730,Female,N
A704944,1460,Female,N
A718762,270,Female,N
A701484,3,Unknown,Unknown
A688447,240,Male,Y
A690025,60,Female,Y
A716774,1095,Male,N
A661823,365,Female,N
A709817,365,Male,N
A693807,150,Male,N
A689246,730,Female,N
A704206,2,Unknown,Unknown
A714104,60,Female,Y
A679538,365,Unknown,Unknown
A690734,1460,Female,N
A702233,270,Male,Y
A682338,365,Male,N
A674317,4015,Male,N
A708469,365,Female,N
A707305,30,Male,Y
A683893,365,Female,N
A716399,60,Male,N
A715717,240,Male,N
A717520,1095,Female,N
A699512,365,Male,N
A700337,1460,Male,N
A713324,730,Male,N
A688264,365,Female,N
A678921,4380,Male,N
A677949,730,Female,N
A664093,1825,Female,N
A719197,365,Male,N
A690075,210,Male,Y
A664571,730,Female,N
A681170,120,Female,Y
A698909,1460,Male,N
A705770,1825,Female,N
A673756,60,Male,Y
A670209,300,Male,Y
A662762,30,Female,N
A665310,90,Female,N
A687266,365,Female,N
A690797,4380,Male,Y
A713588,2920,Male,N
A677179,1095,Female,N
A686366,2,Male,Y
A672735,365,Female,Y
A688407,3285,Male,N
A701191,30,Male,N
A685224,365,Male,N
A656434,5110,Female,N
A685335,90,Unknown,Unknown
A695169,730,Female,N
A704336,365,Unknown,Unknown
A707480,1095,Male,N
A714777,150,Female,N
A689943,60,Female,N
A665362,60,Male,Y
A683579,90,Male,N
A714555,365,Male,Y
A675166,1095,Male,Y
A592335,1825,Male,N
A632333,365,Male,N
A669761,240,Female,N
A666332,60,Male,N
A714254,1,Male,Y
A710029,60,Female,N
A703985,1095,Male,N
A719584,1095,Male,Y
A703519,3,Unknown,Unknown
A688621,1095,Male,N
A705299,730,Male,N
A701161,4745,Female,N
A701436,30,Male,Y
A694626,60,Male,N
A699142,60,Female,N
A714564,365,Male,N
A681909,300,Male,N
A704100,1,Female,Y
A678914,30,Female,N
A715333,730,Female,N
A688752,3,Female,Y
A689438,730,Male,N
A717994,365,Female,N
A693840,365,Female,N
A707601,365,Male,N
A665939,365,Female,N
A695186,180,Male,Y
A699904,1,Female,Y
A689605,120,Female,N
A716851,60,Male,Y
A714141,2920,Female,N
A691290,60,Male,N
A666890,60,Female,N
A688629,2,Male,Y
A706310,5840,Female,Y
A712209,365,Male,N
A691600,730,Female,N
A690298,365,Male,N
A705843,90,Female,Y
A667318,60,Female,N
A658843,1095,Male,N
A693123,730,Female,N
A678710,120,Male,N
A693202,365,Male,N
A713758,730,Female,N
A717711,180,Female,N
A670573,60,Female,N
A662741,30,Male,Y
A682296,365,Male,N
A688701,60,Male,N
A720168,1095,Male,N
A680658,60,Female,N
A699916,730,Female,N
A700144,365,Female,N
A672462,730,Male,N
A687791,365,Female,Y
A718103,180,Male,N
A701781,60,Male,N
A711349,60,Male,N
A712850,60,Female,N
A681201,60,Male,N
A701666,1460,Male,Y
A703612,30,Female,N
A652259,365,Male,N
A686008,365,Male,N
A693663,730,Female,N
A665428,365,Male,Y
A701038,60,Female,N
A700745,3,Female,Y
A685207,90,Male,Y
A716317,2555,Female,N
A712669,1095,Male,Y
A720644,730,Female,Y
A693532,30,Female,N
A697168,1825,Male,N
A676892,300,Male,N
A681269,60,Male,Y
A678662,2,Male,Y
A669474,1825,Male,N
A705479,60,Female,N
A673387,150,Male,N
A668471,365,Male,N
A676686,730,Male,N
A701651,60,Male,N
A695787,1095,Male,N
A713149,365,Female,N
A703316,730,Female,N
A698676,1460,Female,N
A702952,60,Male,N
A668526,60,Male,N
A668509,365,Male,N
A702208,2,Unknown,Unknown
A683192,60,Female,Y
A702316,2190,Male,N
A684215,5,Female,Y
A715195,240,Male,N
A680400,30,Male,Y
A716703,120,Female,Y
A665084,210,Female,Y
A682641,60,Female,N
A716811,1095,Male,N
A692255,730,Male,N
A702420,60,Male,N
A692963,60,Female,Y
A689374,60,Male,N
A698370,365,Male,N
A680319,730,Male,Y
A700447,730,Male,N
A696127,730,Male,N
A702466,90,Male,N
A683721,2,Female,Y
A708175,30,Female,N
A713434,90,Male,N
A669132,270,Male,Y
A680656,2,Female,Y
A719429,2190,Male,N
A685070,4380,Female,N
A717450,270,Female,N
A662781,120,Male,N
A680041,4380,Female,Y
A694711,240,Male,N
A692336,365,Female,N
A704729,2,Unknown,Unknown
A669925,730,Male,N
A688973,365,Male,N
A690456,1460,Female,Y
A689862,365,Male,N
A680820,60,Male,N
A427866,2920,Male,N
A677703,1,Male,Y
A679739,300,Female,N
A679217,90,Female,Y
A714491,3650,Female,N
A673258,120,Female,N
A675901,1095,Male,N
A698858,1095,Female,N
A689185,30,Female,N
A601869,730,Male,N
A710275,60,Male,N
A708214,365,Female,N
A691326,90,Male,N
A662912,60,Male,N
A667415,1825,Female,N
A661418,730,Female,N
A696296,730,Male,N
A691908,60,Female,N
A694847,2,Female,Y
A691752,3,Female,Y
A709798,30,Male,Y
A645676,1095,Male,N
A674171,240,Female,N
A681873,365,Female,Y
A685066,60,Female,N
A714055,365,Male,N
A680765,3650,Male,N
A718329,365,Male,Y
A696606,730,Male,N
A707021,5,Unknown,Unknown
A671338,730,Male,N
A687852,180,Male,N
A716347,2,Male,Y
A670515,730,Male,N
A694894,2,Male,Y
A711461,2555,Female,N
A697203,365,Male,Y
A716057,3,Female,Y
A663595,90,Female,Y
A673985,2190,Male,N
A690791,4,Female,Y
A668947,730,Female,Y
A711831,30,Male,Y
A669368,90,Male,N
A685597,60,Male,N
A687175,1460,Female,N
A698538,365,Male,N
A678483,1095,Female,N
A688053,120,Female,Y
A690130,730,Male,N
A708639,4380,Male,N
A681507,1825,Male,N
A667657,2555,Male,N
A678403,2,Female,Y
A675013,60,Female,N
A711893,150,Female,N
A706944,730,Male,N
A705457,120,Female,N
A684130,1460,Male,N
A666259,4015,Female,N
A719925,365,Female,N
A680770,2,Unknown,Unknown
A694963,1095,Female,N
A659844,90,Male,N
A690798,30,Male,Y
A702966,3,Male,Y
A718936,180,Female,N
A694678,365,Unknown,Unknown
A683452,30,Female,Y
A677083,60,Male,N
A697028,365,Male,N
A688284,1095,Male,N
A712994,365,Female,N
A691105,300,Male,N
A713622,730,Female,N
A614817,3285,Female,N
A662918,210,Male,N
A699014,0,Unknown,Unknown
A703288,270,Male,N
A665566,365,Male,N
A649271,1095,Male,N
A682865,365,Male,N
A679489,365,Male,N
A684596,1095,Female,N
A664559,365,Male,Y
A678272,60,Male,N
A672193,120,Male,N
A669930,730,Male,N
A666166,730,Male,Y
A684644,365,Unknown,Unknown
A692955,60,Female,N
A679264,3,Female,Y
A705774,365,Female,Y
A699549,1095,Male,Y
A711400,365,Female,N
A704681,730,Male,N
A667558,2555,Female,N
A686907,1,Male,Y
A708884,3,Unknown,Unknown
A681226,1095,Male,N
A713852,60,Female,Y
A704178,60,Female,N
A307592,4380,Male,N
A664078,300,Male,N
A679840,60,Female,N
A526237,2190,Female,N
A682283,60,Female,N
A667607,730,Male,Y
A704756,240,Female,N
A677620,30,Male,N
A691573,365,Female,N
A673655,730,Male,N
A704929,60,Female,N
A687417,180,Male,N
A667332,730,Unknown,Unknown
A702501,730,Female,N
A677447,1095,Male,N
A676159,365,Female,Y
A716175,730,Female,N
A679198,1095,Female,Y
A687057,150,Female,Y
A453933,4015,Male,N
A710002,3,Female,Y
A701810,2,Unknown,Unknown
A682460,730,Female,N
A674337,730,Female,N
A694157,60,Male,N
A688106,60,Female,N
A694655,730,Male,N
A680916,1095,Female,N
A718052,150,Male,N
A689085,365,Male,N
A669931,2190,Male,N
A717515,730,Female,N
A662264,730,Male,N
A677256,1095,Male,N
A704401,60,Female,N
A686526,4,Male,Y
A713180,365,Male,N
A693966,2,Female,Y
A669910,30,Male,Y
A712788,60,Male,N
A714686,1095,Female,N
A708596,730,Female,N
A700491,5475,Male,N
A683295,60,Female,N
A687075,60,Male,N
A695991,365,Female,N
A676868,60,Female,N
A719227,90,Male,Y
A666586,365,Unknown,Unknown
A692265,4,Female,Y
A680321,365,Male,N
A708092,365,Female,Y
A674949,90,Female,N
A712357,150,Female,Y
A696995,4380,Male,N
A681039,2,Unknown,Unknown
A697186,365,Male,Y
A631184,2920,Male,N
A688678,730,Female,N
A679237,120,Male,Y
A690565,3,Male,Y
A681821,365,Female,Y
A711484,730,Female,Y
A685408,365,Male,N
A664729,1825,Male,N
A670653,300,Female,N
A712999,2190,Male,N
A662603,730,Male,N
A692505,2555,Female,N
A689063,30,Female,Y
A710186,1095,Female,N
A704953,1460,Female,N
A696174,365,Male,N
A666615,2190,Male,N
A699706,1460,Male,N
A671603,1095,Male,N
A691066,730,Female,N
A683706,60,Female,N
A669767,60,Male,Y
A699046,730,Female,N
A688773,1825,Male,N
A700016,730,Male,Y
A691601,60,Female,N
A689680,730,Female,N
A665004,3285,Male,N
A707420,1095,Female,N
A664285,1,Male,Y
A620613,1825,Male,N
A706864,730,Female,N
A706453,2555,Male,Y
A665446,730,Male,N
A682078,365,Unknown,Unknown
A661386,365,Female,N
A695418,120,Male,Y
A685438,1095,Female,N
A683023,730,Unknown,Unknown
A668255,730,Male,N
A687148,60,Male,N
A693244,1095,Male,N
A685751,120,Female,N
A689537,300,Female,N
A705445,730,Male,N
A678213,60,Female,N
A701646,90,Male,Y
A698319,1460,Female,N
A695506,730,Male,N
A711837,30,Male,Y
A687118,2190,Female,N
A681436,90,Male,N
A698699,60,Female,N
A701734,730,Female,N
A668553,365,Female,N
A701456,60,Male,N
A694986,2190,Male,N
A698457,60,Male,Y
A676928,60,Female,N
A719533,365,Male,N
A630671,1095,Male,N
A715302,365,Male,Y
A694714,1095,Male,N
A678688,2920,Female,N
A679728,1095,Female,N
A677193,730,Male,N
A673113,1825,Female,N
A683746,1,Unknown,Unknown
A670421,730,Female,Y
A675645,730,Male,Y
A709255,90,Female,N
A675770,3650,Male,N
A714514,730,Male,N
A676104,365,Male,Y
A697170,730,Female,N
A692633,180,Male,N
A695492,2920,Male,N
A704700,730,Male,N
A675352,2190,Female,Y
A485674,3285,Male,N
A672113,90,Male,N
A708243,1095,Male,N
A667518,730,Female,N
A700543,365,Male,N
A692356,120,Male,Y
A704978,4,Female,Y
A695551,120,Male,Y
A704320,3,Male,Y
A706169,2190,Male,N
A685976,1460,Male,N
A711412,2,Female,Y
A700696,30,Female,N
A697842,60,Female,N
A689624,1095,Male,N
A680268,3285,Male,N
A718364,730,Female,N
A669046,365,Female,N
A682115,60,Female,Y
A695664,365,Male,N
A708738,365,Female,N
A669842,730,Male,Y
A674941,1,Female,Y
A681247,60,Female,N
A704946,730,Male,Y
A713768,1095,Male,N
A705987,365,Male,N
A681461,3650,Female,Y
A708131,180,Male,N
A712590,30,Male,Y
A675334,365,Female,N
A666654,1095,Female,N
A504813,3285,Female,N
A718600,1095,Female,Y
A680441,60,Female,N
A664507,300,Female,Y
A705637,180,Unknown,Unknown
A652796,1095,Male,N
A678068,730,Male,N
A716947,365,Female,N
A716004,330,Male,N
A706424,2,Unknown,Unknown
A517675,4015,Female,N
A700435,60,Male,N
A691121,365,Female,N
A701201,365,Male,N
A693745,180,Female,N
A679067,90,Female,N
A707255,4745,Female,N
A692263,730,Male,Y
A708955,120,Male,N
A706170,730,Male,Y
A706464,365,Female,N
A717613,365,Female,N
A707772,365,Female,Y
A687309,120,Male,N
A685901,120,Female,Y
A459845,2555,Female,N
A676581,3285,Female,N
A712659,730,Female,N
A674617,90,Male,N
A382251,3650,Female,N
A711043,1095,Female,N
A668869,365,Male,N
A679667,30,Male,N
A675517,30,Female,Y
A682789,730,Female,N
A709554,730,Male,N
A679578,730,Male,N
A711151,150,Female,N
A694396,210,Male,N
A676216,60,Male,N
A671590,240,Male,N
A630325,1825,Female,N
A665215,180,Female,Y
A718390,365,Female,N
A693970,2,Female,Y
A668336,30,Female,Y
A668173,365,Female,N
A688060,1460,Male,N
A687774,365,Female,N
A669068,90,Female,N
A709365,60,Male,N
A685769,90,Female,Y
A690202,2190,Female,N
A699719,150,Male,N
A675032,60,Female,N
A666080,2920,Female,N
A702272,365,Female,N
A721108,365,Male,N
A707454,90,Male,N
A701418,730,Female,N
A700458,2,Female,Y
A675903,365,Female,N
A708711,2,Female,Y
A709916,210,Male,N
A669870,60,Female,N
A686215,60,Female,N
A709864,365,Female,N
A670495,730,Male,N
A670407,1095,Male,N
A687582,240,Female,N
A680895,1825,Male,N
A686530,365,Male,N
A668056,365,Male,N
A663802,365,Male,N
A699917,60,Female,N
A668214,365,Male,N
A686887,90,Female,N
A682595,2555,Female,N
A719421,365,Female,N
A706131,730,Male,N
A515661,3285,Female,N
A706377,1825,Female,N
A704741,365,Female,N
A709628,365,Unknown,Unknown
A677170,730,Male,N
A714566,365,Female,N
A672897,120,Female,Y
A676925,60,Female,N
A704774,90,Male,N
A663863,365,Female,N
A674109,90,Female,N
A705215,3,Unknown,Unknown
A668721,2920,Male,Y
A667576,60,Female,Y
A704444,4,Male,Y
A703477,30,Male,Y
A719767,365,Female,N
A704318,3,Male,Y
A675164,2920,Male,N
A716706,60,Male,Y
A677766,365,Male,N
A708011,3,Male,Y
A666685,90,Male,Y
A614684,3650,Female,N
A669485,730,Male,Y
A713851,60,Male,N
A699092,1825,Male,N
A667337,60,Female,N
A678356,60,Female,Y
A694452,3,Female,Y
A714668,3650,Female,N
A714218,60,Female,N
A685008,150,Male,N
A706580,1460,Female,N
A698387,365,Female,N
A666443,730,Female,N
A695770,60,Female,N
A678746,730,Male,Y
A667230,60,Male,N
A704799,3,Female,Y
A712059,1095,Male,N
A707827,60,Male,N
A683772,30,Female,N
A700334,365,Male,N
A392615,3650,Male,N
A675885,60,Female,N
A515112,2920,Male,N
A713283,730,Female,N
A710703,365,Female,N
A683742,1,Unknown,Unknown
A696532,240,Male,N
A718467,1095,Male,N
A673384,4380,Male,N
A705076,1095,Female,Y
A719987,730,Male,Y
A695639,730,Female,N
A701961,60,Female,N
A665065,1,Unknown,Unknown
A705937,30,Male,N
A669102,1460,Male,N
A716167,60,Female,N
A698635,180,Female,Y
A702268,365,Unknown,Unknown
A713829,90,Male,Y
A703246,60,Female,Y
A695939,270,Female,N
A666357,1095,Male,N
A708432,30,Female,Y
A688995,150,Female,Y
A681284,90,Female,N
A683882,2555,Male,N
A696928,730,Male,N
A716083,270,Male,Y
A712368,60,Male,N
A673590,365,Female,N
A687720,150,Female,N
A520040,2190,Female,N
A692621,30,Male,Y
A687614,1095,Female,N
A691430,120,Male,Y
A500361,3285,Female,N
A664848,2190,Female,N
A715309,730,Female,N
A688101,2,Unknown,Unknown
A674665,1095,Male,N
A684374,120,Female,Y
A669133,1460,Male,N
A671230,60,Female,N
A685270,30,Female,Y
A665438,730,Female,N
A688551,120,Male,Y
A719336,365,Male,N
A707441,365,Female,N
A688736,180,Female,N
A683127,90,Female,Y
A675604,730,Male,N
A676912,365,Female,Y
A713266,1825,Female,N
A688687,90,Female,Y
A689135,60,Female,N
A715100,365,Male,Y
A700506,2190,Female,N
A711280,30,Female,Y
A669458,60,Female,Y
A711316,730,Female,N
A682722,365,Female,N
A683098,3650,Male,N
A683254,3,Male,Y
A626847,730,Female,N
A668695,1095,Female,N
A715460,365,Male,N
A687951,3650,Female,N
A685739,365,Female,N
A695279,365,Female,N
A711482,120,Male,N
A646538,730,Female,N
A430671,2920,Female,N
A669045,210,Female,Y
A699268,1460,Female,N
A712592,2,Male,Y
A678320,365,Female,N
A705469,3,Unknown,Unknown
A691774,4380,Female,N
A709676,365,Male,N
A686155,180,Male,N
A676714,365,Female,N
A693292,60,Female,N
A719261,60,Female,Y
A720352,2190,Female,N
A670551,270,Male,N
A609629,4015,Male,Y
A717496,1095,Male,N
A716259,150,Female,N
A682428,60,Female,N
A694061,365,Male,N
A694681,60,Female,N
A687769,60,Female,N
A671150,365,Male,N
A593205,2190,Male,N
A692533,365,Female,N
A677625,60,Male,N
A668896,365,Female,N
A670319,1095,Male,N
A688941,120,Male,Y
A690002,2920,Male,Y
A701538,1095,Female,N
A672982,1095,Male,N
A696502,1460,Male,Y
A689464,1825,Male,N
A704402,60,Female,Y
A680762,60,Male,N
A690963,60,Male,N
A699387,5110,Female,Y
A677886,365,Female,N
A677264,1095,Female,N
A702917,365,Female,N
A676597,240,Unknown,Unknown
A683874,4,Female,Y
A703192,60,Female,N
A636638,2190,Female,N
A665906,365,Female,N
A694439,730,Male,N
A718232,365,Male,N
A702053,1460,Male,N
A664286,730,Female,N
A679129,60,Male,N
A717232,1095,Male,N
A670988,730,Male,Y
A685528,1095,Female,N
A662736,365,Female,N
A642671,730,Female,N
A287017,5110,Female,N
A664573,90,Female,N
A680192,365,Female,N
A694923,3650,Male,Y
A718635,180,Male,N
A668005,120,Male,N
A624844,730,Male,N
A701941,1460,Male,N
A698604,1825,Female,N
A693820,365,Female,Y
A664605,1095,Female,N
A682191,4,Male,Y
A658891,365,Male,N
A505682,1825,Male,N
A706397,30,Female,N
A683301,2555,Male,N
A666488,3285,Female,N
A699101,365,Male,N
A666047,730,Male,N
A713587,3650,Female,N
A684256,60,Female,N
A680856,730,Male,N
A700312,1095,Male,N
A689177,30,Male,N
A667075,120,Male,N
A706077,730,Female,Y
A713813,2920,Female,N
A708424,90,Male,Y
A699265,730,Female,N
A698574,730,Female,N
A688327,1460,Male,N
A706800,90,Male,N
A714470,365,Male,N
A435237,3285,Male,N
A688215,30,Male,Y
A482518,2555,Male,N
A682885,3,Female,Y
A685426,2,Female,Y
A710210,730,Male,N
A662329,730,Male,N
A671539,90,Female,Y
A717448,365,Male,N
A673662,730,Unknown,Unknown
A717076,365,Female,N
A693296,180,Male,Y
A485651,2190,Female,N
A673729,30,Female,Y
A693157,730,Female,N
A684283,730,Male,N
A712176,150,Female,N
A688365,365,Female,N
A699563,2190,Female,N
A554865,2190,Male,N
A670416,730,Male,N
A693833,2555,Male,N
A698705,730,Male,N
A665251,180,Female,N
