"AnimalID","Life_Stage"
"A686366","infant"
"A672735","baby"
"A688407","senior"
"A701191","infant"
"A685224","baby"
"A656434","senior"
"A685335","baby"
"A695169","teenage"
"A704336","baby"
"A707480","teenage"
"A714777","baby"
"A689943","baby"
"A665362","baby"
"A683579","baby"
"A714555","baby"
"A675166","teenage"
"A592335","adult"
"A632333","baby"
"A669761","baby"
"A666332","baby"
"A714254","infant"
"A710029","baby"
"A703985","teenage"
"A719584","teenage"
"A703519","infant"
"A688621","teenage"
"A705299","teenage"
"A701161","senior"
"A701436","infant"
"A694626","baby"
"A699142","baby"
"A714564","baby"
"A681909","baby"
"A704100","infant"
"A678914","infant"
"A715333","teenage"
"A688752","infant"
"A689438","teenage"
"A717994","baby"
"A693840","baby"
"A707601","baby"
"A665939","baby"
"A695186","baby"
"A699904","infant"
"A689605","baby"
"A716851","baby"
"A714141","senior"
"A691290","baby"
"A666890","baby"
"A688629","infant"
"A706310","geriatric"
"A712209","baby"
"A691600","teenage"
"A690298","baby"
"A705843","baby"
"A667318","baby"
"A658843","teenage"
"A693123","teenage"
"A678710","baby"
"A693202","baby"
"A713758","teenage"
"A717711","baby"
"A670573","baby"
"A662741","infant"
"A682296","baby"
"A688701","baby"
"A720168","teenage"
"A680658","baby"
"A699916","teenage"
"A700144","baby"
"A672462","teenage"
"A687791","baby"
"A718103","baby"
"A701781","baby"
"A711349","baby"
"A712850","baby"
"A681201","baby"
"A701666","adult"
"A703612","infant"
"A652259","baby"
"A686008","baby"
"A693663","teenage"
"A665428","baby"
"A701038","baby"
"A700745","infant"
"A685207","baby"
"A716317","adult"
"A712669","teenage"
"A720644","teenage"
"A693532","infant"
"A697168","adult"
"A676892","baby"
"A681269","baby"
"A678662","infant"
"A669474","adult"
"A705479","baby"
"A673387","baby"
"A668471","baby"
"A676686","teenage"
"A701651","baby"
"A695787","teenage"
"A713149","baby"
"A703316","teenage"
"A698676","adult"
"A702952","baby"
"A668526","baby"
"A668509","baby"
"A702208","infant"
"A683192","baby"
"A702316","adult"
"A684215","infant"
"A715195","baby"
"A680400","infant"
"A716703","baby"
"A665084","baby"
"A682641","baby"
"A716811","teenage"
"A692255","teenage"
"A702420","baby"
"A692963","baby"
"A689374","baby"
"A698370","baby"
"A680319","teenage"
"A700447","teenage"
"A696127","teenage"
"A702466","baby"
"A683721","infant"
"A708175","infant"
"A713434","baby"
"A669132","baby"
"A680656","infant"
"A719429","adult"
"A685070","senior"
"A717450","baby"
"A662781","baby"
"A680041","senior"
"A694711","baby"
"A692336","baby"
"A704729","infant"
"A669925","teenage"
"A688973","baby"
"A690456","adult"
"A689862","baby"
"A680820","baby"
"A427866","senior"
"A677703","infant"
"A679739","baby"
"A679217","baby"
"A714491","senior"
"A673258","baby"
"A675901","teenage"
"A698858","teenage"
"A689185","infant"
"A601869","teenage"
"A710275","baby"
"A708214","baby"
"A691326","baby"
"A662912","baby"
"A667415","adult"
"A661418","teenage"
"A696296","teenage"
"A691908","baby"
"A694847","infant"
"A691752","infant"
"A709798","infant"
"A645676","teenage"
"A674171","baby"
"A681873","baby"
"A685066","baby"
"A714055","baby"
"A680765","senior"
"A718329","baby"
"A696606","teenage"
"A707021","infant"
"A671338","teenage"
"A687852","baby"
"A716347","infant"
"A670515","teenage"
"A694894","infant"
"A711461","adult"
"A697203","baby"
"A716057","infant"
"A663595","baby"
"A673985","adult"
"A690791","infant"
"A668947","teenage"
"A711831","infant"
"A669368","baby"
"A685597","baby"
"A687175","adult"
"A698538","baby"
"A678483","teenage"
"A688053","baby"
"A690130","teenage"
"A708639","senior"
"A681507","adult"
"A667657","adult"
"A678403","infant"
"A675013","baby"
"A711893","baby"
"A706944","teenage"
"A705457","baby"
"A684130","adult"
"A666259","senior"
"A719925","baby"
"A680770","infant"
"A694963","teenage"
"A659844","baby"
"A690798","infant"
"A702966","infant"
"A718936","baby"
"A694678","baby"
"A683452","infant"
"A677083","baby"
"A697028","baby"
"A688284","teenage"
"A712994","baby"
"A691105","baby"
"A713622","teenage"
"A614817","senior"
"A662918","baby"
"A699014","infant"
"A703288","baby"
"A665566","baby"
"A649271","teenage"
"A682865","baby"
"A679489","baby"
"A684596","teenage"
"A664559","baby"
"A678272","baby"
"A672193","baby"
"A669930","teenage"
"A666166","teenage"
"A684644","baby"
"A692955","baby"
"A679264","infant"
"A705774","baby"
"A699549","teenage"
"A711400","baby"
"A704681","teenage"
"A667558","adult"
"A686907","infant"
"A708884","infant"
"A681226","teenage"
"A713852","baby"
"A704178","baby"
"A307592","senior"
"A664078","baby"
"A679840","baby"
"A526237","adult"
"A682283","baby"
"A667607","teenage"
"A704756","baby"
"A677620","infant"
"A691573","baby"
"A673655","teenage"
"A704929","baby"
"A687417","baby"
"A667332","teenage"
"A702501","teenage"
"A677447","teenage"
"A676159","baby"
"A716175","teenage"
"A679198","teenage"
"A687057","baby"
"A453933","senior"
"A710002","infant"
"A701810","infant"
"A682460","teenage"
"A674337","teenage"
"A694157","baby"
"A688106","baby"
"A694655","teenage"
"A680916","teenage"
"A718052","baby"
"A689085","baby"
"A669931","adult"
"A717515","teenage"
"A662264","teenage"
"A677256","teenage"
"A704401","baby"
"A686526","infant"
"A713180","baby"
"A693966","infant"
"A669910","infant"
"A712788","baby"
"A714686","teenage"
"A708596","teenage"
"A700491","geriatric"
"A683295","baby"
"A687075","baby"
"A695991","baby"
"A676868","baby"
"A719227","baby"
"A666586","baby"
"A692265","infant"
"A680321","baby"
"A708092","baby"
"A674949","baby"
"A712357","baby"
"A696995","senior"
"A681039","infant"
"A697186","baby"
"A631184","senior"
"A688678","teenage"
"A679237","baby"
"A690565","infant"
"A681821","baby"
"A711484","teenage"
"A685408","baby"
"A664729","adult"
"A670653","baby"
"A712999","adult"
"A662603","teenage"
"A692505","adult"
"A689063","infant"
"A710186","teenage"
"A704953","adult"
"A696174","baby"
"A666615","adult"
"A699706","adult"
"A671603","teenage"
"A691066","teenage"
"A683706","baby"
"A669767","baby"
"A699046","teenage"
"A688773","adult"
"A700016","teenage"
"A691601","baby"
"A689680","teenage"
"A665004","senior"
"A707420","teenage"
"A664285","infant"
"A620613","adult"
"A706864","teenage"
"A706453","adult"
"A665446","teenage"
"A682078","baby"
"A661386","baby"
"A695418","baby"
"A685438","teenage"
"A683023","teenage"
"A668255","teenage"
"A687148","baby"
"A693244","teenage"
"A685751","baby"
"A689537","baby"
"A705445","teenage"
"A678213","baby"
"A701646","baby"
"A698319","adult"
"A695506","teenage"
"A711837","infant"
"A687118","adult"
"A681436","baby"
"A698699","baby"
"A701734","teenage"
"A668553","baby"
"A701456","baby"
"A694986","adult"
"A698457","baby"
"A676928","baby"
"A719533","baby"
"A630671","teenage"
"A715302","baby"
"A694714","teenage"
"A678688","senior"
"A679728","teenage"
"A677193","teenage"
"A673113","adult"
"A683746","infant"
"A670421","teenage"
"A675645","teenage"
"A709255","baby"
"A675770","senior"
"A714514","teenage"
"A676104","baby"
"A697170","teenage"
"A692633","baby"
"A695492","senior"
"A704700","teenage"
"A675352","adult"
"A485674","senior"
"A672113","baby"
"A708243","teenage"
"A667518","teenage"
"A700543","baby"
"A692356","baby"
"A704978","infant"
"A695551","baby"
"A704320","infant"
"A706169","adult"
"A685976","adult"
"A711412","infant"
"A700696","infant"
"A697842","baby"
"A689624","teenage"
"A680268","senior"
"A718364","teenage"
"A669046","baby"
"A682115","baby"
"A695664","baby"
"A708738","baby"
"A669842","teenage"
"A674941","infant"
"A681247","baby"
"A704946","teenage"
"A713768","teenage"
"A705987","baby"
"A681461","senior"
"A708131","baby"
"A712590","infant"
"A675334","baby"
"A666654","teenage"
"A504813","senior"
"A718600","teenage"
"A680441","baby"
"A664507","baby"
"A705637","baby"
"A652796","teenage"
"A678068","teenage"
"A716947","baby"
"A716004","baby"
"A706424","infant"
"A517675","senior"
"A700435","baby"
"A691121","baby"
"A701201","baby"
"A693745","baby"
"A679067","baby"
"A707255","senior"
"A692263","teenage"
"A708955","baby"
"A706170","teenage"
"A706464","baby"
"A717613","baby"
"A707772","baby"
"A687309","baby"
"A685901","baby"
"A459845","adult"
"A676581","senior"
"A712659","teenage"
"A674617","baby"
"A382251","senior"
"A711043","teenage"
"A668869","baby"
"A679667","infant"
"A675517","infant"
"A682789","teenage"
"A709554","teenage"
"A679578","teenage"
"A711151","baby"
"A694396","baby"
"A676216","baby"
"A671590","baby"
"A630325","adult"
"A665215","baby"
"A718390","baby"
"A693970","infant"
"A668336","infant"
"A668173","baby"
"A688060","adult"
"A687774","baby"
"A669068","baby"
"A709365","baby"
"A685769","baby"
"A690202","adult"
"A699719","baby"
"A675032","baby"
"A666080","senior"
"A702272","baby"
"A721108","baby"
"A707454","baby"
"A701418","teenage"
"A700458","infant"
"A675903","baby"
"A708711","infant"
"A709916","baby"
"A669870","baby"
"A686215","baby"
"A709864","baby"
"A670495","teenage"
"A670407","teenage"
"A687582","baby"
"A680895","adult"
"A686530","baby"
"A668056","baby"
"A663802","baby"
"A699917","baby"
"A668214","baby"
"A686887","baby"
"A682595","adult"
"A719421","baby"
"A706131","teenage"
"A515661","senior"
"A706377","adult"
"A704741","baby"
"A709628","baby"
"A677170","teenage"
"A714566","baby"
"A672897","baby"
"A676925","baby"
"A704774","baby"
"A663863","baby"
"A674109","baby"
"A705215","infant"
"A668721","senior"
"A667576","baby"
"A704444","infant"
"A703477","infant"
"A719767","baby"
"A704318","infant"
"A675164","senior"
"A716706","baby"
"A677766","baby"
"A708011","infant"
"A666685","baby"
"A614684","senior"
"A669485","teenage"
"A713851","baby"
"A699092","adult"
"A667337","baby"
"A678356","baby"
"A694452","infant"
"A714668","senior"
"A714218","baby"
"A685008","baby"
"A706580","adult"
"A698387","baby"
"A666443","teenage"
"A695770","baby"
"A678746","teenage"
"A667230","baby"
"A704799","infant"
"A712059","teenage"
"A707827","baby"
"A683772","infant"
"A700334","baby"
"A392615","senior"
"A675885","baby"
"A515112","senior"
"A713283","teenage"
"A710703","baby"
"A683742","infant"
"A696532","baby"
"A718467","teenage"
"A673384","senior"
"A705076","teenage"
"A719987","teenage"
"A695639","teenage"
"A701961","baby"
"A665065","infant"
"A705937","infant"
"A669102","adult"
"A716167","baby"
"A698635","baby"
"A702268","baby"
"A713829","baby"
"A703246","baby"
"A695939","baby"
"A666357","teenage"
"A708432","infant"
"A688995","baby"
"A681284","baby"
"A683882","adult"
"A696928","teenage"
"A716083","baby"
"A712368","baby"
"A673590","baby"
"A687720","baby"
"A520040","adult"
"A692621","infant"
"A687614","teenage"
"A691430","baby"
"A500361","senior"
"A664848","adult"
"A715309","teenage"
"A688101","infant"
"A674665","teenage"
"A684374","baby"
"A669133","adult"
"A671230","baby"
"A685270","infant"
"A665438","teenage"
"A688551","baby"
"A719336","baby"
"A707441","baby"
"A688736","baby"
"A683127","baby"
"A675604","teenage"
"A676912","baby"
"A713266","adult"
"A688687","baby"
"A689135","baby"
"A715100","baby"
"A700506","adult"
"A711280","infant"
"A669458","baby"
"A711316","teenage"
"A682722","baby"
"A683098","senior"
"A683254","infant"
"A626847","teenage"
"A668695","teenage"
"A715460","baby"
"A687951","senior"
"A685739","baby"
"A695279","baby"
"A711482","baby"
"A646538","teenage"
"A430671","senior"
"A669045","baby"
"A699268","adult"
"A712592","infant"
"A678320","baby"
"A705469","infant"
"A691774","senior"
"A709676","baby"
"A686155","baby"
"A676714","baby"
"A693292","baby"
"A719261","baby"
"A720352","adult"
"A670551","baby"
"A609629","senior"
"A717496","teenage"
"A716259","baby"
"A682428","baby"
"A694061","baby"
"A694681","baby"
"A687769","baby"
"A671150","baby"
"A593205","adult"
"A692533","baby"
"A677625","baby"
"A668896","baby"
"A670319","teenage"
"A688941","baby"
"A690002","senior"
"A701538","teenage"
"A672982","teenage"
"A696502","adult"
"A689464","adult"
"A704402","baby"
"A680762","baby"
"A690963","baby"
"A699387","senior"
"A677886","baby"
"A677264","teenage"
"A702917","baby"
"A676597","baby"
"A683874","infant"
"A703192","baby"
"A636638","adult"
"A665906","baby"
"A694439","teenage"
"A718232","baby"
"A702053","adult"
"A664286","teenage"
"A679129","baby"
"A717232","teenage"
"A670988","teenage"
"A685528","teenage"
"A662736","baby"
"A642671","teenage"
"A287017","senior"
"A664573","baby"
"A680192","baby"
"A694923","senior"
"A718635","baby"
"A668005","baby"
"A624844","teenage"
"A701941","adult"
"A698604","adult"
"A693820","baby"
"A664605","teenage"
"A682191","infant"
"A658891","baby"
"A505682","adult"
"A706397","infant"
"A683301","adult"
"A666488","senior"
"A699101","baby"
"A666047","teenage"
"A713587","senior"
"A684256","baby"
"A680856","teenage"
"A700312","teenage"
"A689177","infant"
"A667075","baby"
"A706077","teenage"
"A713813","senior"
"A708424","baby"
"A699265","teenage"
"A698574","teenage"
"A688327","adult"
"A706800","baby"
"A714470","baby"
"A435237","senior"
"A688215","infant"
"A482518","adult"
"A682885","infant"
"A685426","infant"
"A710210","teenage"
"A662329","teenage"
"A671539","baby"
"A717448","baby"
"A673662","teenage"
"A717076","baby"
"A693296","baby"
"A485651","adult"
"A673729","infant"
"A693157","teenage"
"A684283","teenage"
"A712176","baby"
"A688365","baby"
"A699563","adult"
"A554865","adult"
"A670416","teenage"
"A693833","adult"
"A698705","teenage"
"A665251","baby"
"A677664","baby"
"A705886","baby"
"A693546","baby"
"A666184","baby"
"A676098","teenage"
"A686700","baby"
"A677483","infant"
"A625400","teenage"
"A706228","teenage"
"A552342","adult"
"A702982","infant"
"A664339","baby"
"A680804","adult"
"A677815","teenage"
"A689616","teenage"
"A708761","infant"
"A670822","teenage"
"A690633","baby"
"A705411","adult"
"A701662","teenage"
"A705806","baby"
"A697055","teenage"
"A683576","teenage"
"A689382","baby"
"A687296","adult"
"A711491","infant"
"A664177","baby"
"A682224","senior"
"A666680","baby"
"A687183","baby"
"A704847","teenage"
"A671188","infant"
"A675670","baby"
"A665281","teenage"
"A709629","teenage"
"A673265","baby"
"A712585","baby"
"A696858","baby"
"A715901","teenage"
"A699738","adult"
"A664887","baby"
"A685464","senior"
"A690615","senior"
"A663977","baby"
"A680439","infant"
"A674445","baby"
"A700299","infant"
"A676907","teenage"
"A672437","baby"
"A678577","adult"
"A717863","teenage"
"A673497","baby"
"A693189","baby"
"A678259","infant"
"A695071","teenage"
"A681439","teenage"
"A685961","infant"
"A684302","baby"
"A681983","senior"
"A688241","baby"
"A679630","baby"
"A682211","baby"
"A693725","teenage"
"A677330","teenage"
"A710019","baby"
"A674343","teenage"
"A713384","teenage"
"A669308","baby"
"A708471","baby"
"A673202","baby"
"A714168","baby"
"A686879","infant"
"A699802","baby"
"A719539","infant"
"A684811","senior"
"A685585","baby"
"A686704","adult"
"A710887","baby"
"A700980","baby"
"A710086","teenage"
"A682221","adult"
"A705128","teenage"
"A648168","senior"
"A679699","teenage"
"A718487","baby"
"A713798","senior"
"A680238","senior"
"A708721","baby"
"A694306","adult"
"A688410","infant"
"A696047","baby"
"A681865","teenage"
"A716700","teenage"
"A679377","baby"
"A716794","infant"
"A682741","teenage"
"A678931","teenage"
"A703553","teenage"
"A706096","baby"
"A666621","baby"
"A718606","teenage"
"A702349","baby"
"A687551","infant"
"A694741","senior"
"A711254","baby"
"A717707","baby"
"A663909","baby"
"A705323","baby"
"A719503","senior"
"A700950","senior"
"A696997","baby"
"A667020","baby"
"A684001","baby"
"A679484","baby"
"A705202","teenage"
"A666040","infant"
"A675519","adult"
"A690052","teenage"
"A719516","baby"
"A605223","teenage"
"A704784","infant"
"A693589","teenage"
"A707106","teenage"
"A699700","baby"
"A700636","teenage"
"A698145","baby"
"A673043","baby"
"A691978","baby"
"A715366","baby"
"A694213","adult"
"A683648","baby"
"A708754","teenage"
"A686926","senior"
"A710087","baby"
"A672064","baby"
"A691956","senior"
"A703903","baby"
"A699102","baby"
"A668270","baby"
"A678771","infant"
"A465501","adult"
"A718259","baby"
"A687072","baby"
"A708525","infant"
"A711366","baby"
"A697119","teenage"
"A680992","infant"
"A674622","baby"
"A688027","baby"
"A695947","baby"
"A682397","baby"
"A706060","baby"
"A684565","infant"
"A710170","baby"
"A717705","teenage"
"A706576","teenage"
"A691748","baby"
"A641795","adult"
"A667879","adult"
"A689767","infant"
"A607663","adult"
"A700909","infant"
"A691821","teenage"
"A705553","infant"
"A694387","baby"
"A690195","infant"
"A641471","adult"
"A679934","baby"
"A573162","senior"
"A664235","infant"
"A677076","baby"
"A672990","infant"
"A703055","baby"
"A703347","teenage"
"A684328","teenage"
"A714874","teenage"
"A682733","baby"
"A709407","teenage"
"A719216","adult"
"A704257","baby"
"A565312","adult"
"A701833","infant"
"A687172","infant"
"A707299","teenage"
"A505412","senior"
"A684986","teenage"
"A701510","infant"
"A696516","baby"
"A701110","teenage"
"A678471","baby"
"A701800","infant"
"A586049","adult"
"A694395","baby"
"A713652","baby"
"A697263","baby"
"A688056","baby"
"A678880","teenage"
"A693592","baby"
"A694649","baby"
"A683225","infant"
"A701908","infant"
"A690809","baby"
"A675231","adult"
"A716830","baby"
"A707801","baby"
"A682148","baby"
"A717555","teenage"
"A682947","baby"
"A659227","senior"
"A695220","baby"
"A538342","senior"
"A657596","teenage"
"A708401","baby"
"A702397","baby"
"A700045","infant"
"A670907","infant"
"A708824","baby"
"A693472","baby"
"A701396","baby"
"A684620","teenage"
"A695635","infant"
"A704166","baby"
"A682368","baby"
"A665907","baby"
"A709478","baby"
"A684396","infant"
"A709110","teenage"
"A688562","adult"
"A714241","adult"
"A708725","baby"
"A713484","baby"
"A676400","infant"
"A692524","baby"
"A709964","baby"
