"","ID","years"
"1499","A664093",5
"1500","A719197",1
"1501","A690075",0
"1502","A664571",2
"1503","A681170",0
"1504","A698909",4
"1505","A705770",5
"1506","A673756",0
"1507","A670209",0
"1508","A662762",0
"1509","A665310",0
"1510","A687266",1
"1511","A690797",12
"1512","A713588",8
"1513","A677179",3
"1514","A686366",0
"1515","A672735",1
"1516","A688407",9
"1517","A701191",0
"1518","A685224",1
"1519","A656434",14
"1520","A685335",0
"1521","A695169",2
"1522","A704336",1
"1523","A707480",3
"1524","A714777",0
"1525","A689943",0
"1526","A665362",0
"1527","A683579",0
"1528","A714555",1
"1529","A675166",3
"1530","A592335",5
"1531","A632333",1
"1532","A669761",0
"1533","A666332",0
"1534","A714254",0
"1535","A710029",0
"1536","A703985",3
"1537","A719584",3
"1538","A703519",0
"1539","A688621",3
"1540","A705299",2
"1541","A701161",13
"1542","A701436",0
"1543","A694626",0
"1544","A699142",0
"1545","A714564",1
"1546","A681909",0
"1547","A704100",0
"1548","A678914",0
"1549","A715333",2
"1550","A688752",0
"1551","A689438",2
"1552","A717994",1
"1553","A693840",1
"1554","A707601",1
"1555","A665939",1
"1556","A695186",0
"1557","A699904",0
"1558","A689605",0
"1559","A716851",0
"1560","A714141",8
"1561","A691290",0
"1562","A666890",0
"1563","A688629",0
"1564","A706310",16
"1565","A712209",1
"1566","A691600",2
"1567","A690298",1
"1568","A705843",0
"1569","A667318",0
"1570","A658843",3
"1571","A693123",2
"1572","A678710",0
"1573","A693202",1
"1574","A713758",2
"1575","A717711",0
"1576","A670573",0
"1577","A662741",0
"1578","A682296",1
"1579","A688701",0
"1580","A720168",3
"1581","A680658",0
"1582","A699916",2
"1583","A700144",1
"1584","A672462",2
"1585","A687791",1
"1586","A718103",0
"1587","A701781",0
"1588","A711349",0
"1589","A712850",0
"1590","A681201",0
"1591","A701666",4
"1592","A703612",0
"1593","A652259",1
"1594","A686008",1
"1595","A693663",2
"1596","A665428",1
"1597","A701038",0
"1598","A700745",0
"1599","A685207",0
"1600","A716317",7
"1601","A712669",3
"1602","A720644",2
"1603","A693532",0
"1604","A697168",5
"1605","A676892",0
"1606","A681269",0
"1607","A678662",0
"1608","A669474",5
"1609","A705479",0
"1610","A673387",0
"1611","A668471",1
"1612","A676686",2
"1613","A701651",0
"1614","A695787",3
"1615","A713149",1
"1616","A703316",2
"1617","A698676",4
"1618","A702952",0
"1619","A668526",0
"1620","A668509",1
"1621","A702208",0
"1622","A683192",0
"1623","A702316",6
"1624","A684215",0
"1625","A715195",0
"1626","A680400",0
"1627","A716703",0
"1628","A665084",0
"1629","A682641",0
"1630","A716811",3
"1631","A692255",2
"1632","A702420",0
"1633","A692963",0
"1634","A689374",0
"1635","A698370",1
"1636","A680319",2
"1637","A700447",2
"1638","A696127",2
"1639","A702466",0
"1640","A683721",0
"1641","A708175",0
"1642","A713434",0
"1643","A669132",0
"1644","A680656",0
"1645","A719429",6
"1646","A685070",12
"1647","A717450",0
"1648","A662781",0
"1649","A680041",12
"1650","A694711",0
"1651","A692336",1
"1652","A704729",0
"1653","A669925",2
"1654","A688973",1
"1655","A690456",4
"1656","A689862",1
"1657","A680820",0
"1658","A427866",8
"1659","A677703",0
"1660","A679739",0
"1661","A679217",0
"1662","A714491",10
"1663","A673258",0
"1664","A675901",3
"1665","A698858",3
"1666","A689185",0
"1667","A601869",2
"1668","A710275",0
"1669","A708214",1
"1670","A691326",0
"1671","A662912",0
"1672","A667415",5
"1673","A661418",2
"1674","A696296",2
"1675","A691908",0
"1676","A694847",0
"1677","A691752",0
"1678","A709798",0
"1679","A645676",3
"1680","A674171",0
"1681","A681873",1
"1682","A685066",0
"1683","A714055",1
"1684","A680765",10
"1685","A718329",1
"1686","A696606",2
"1687","A707021",0
"1688","A671338",2
"1689","A687852",0
"1690","A716347",0
"1691","A670515",2
"1692","A694894",0
"1693","A711461",7
"1694","A697203",1
"1695","A716057",0
"1696","A663595",0
"1697","A673985",6
"1698","A690791",0
"1699","A668947",2
"1700","A711831",0
"1701","A669368",0
"1702","A685597",0
"1703","A687175",4
"1704","A698538",1
"1705","A678483",3
"1706","A688053",0
"1707","A690130",2
"1708","A708639",12
"1709","A681507",5
"1710","A667657",7
"1711","A678403",0
"1712","A675013",0
"1713","A711893",0
"1714","A706944",2
"1715","A705457",0
"1716","A684130",4
"1717","A666259",11
"1718","A719925",1
"1719","A680770",0
"1720","A694963",3
"1721","A659844",0
"1722","A690798",0
"1723","A702966",0
"1724","A718936",0
"1725","A694678",1
"1726","A683452",0
"1727","A677083",0
"1728","A697028",1
"1729","A688284",3
"1730","A712994",1
"1731","A691105",0
"1732","A713622",2
"1733","A614817",9
"1734","A662918",0
"1735","A699014",0
"1736","A703288",0
"1737","A665566",1
"1738","A649271",3
"1739","A682865",1
"1740","A679489",1
"1741","A684596",3
"1742","A664559",1
"1743","A678272",0
"1744","A672193",0
"1745","A669930",2
"1746","A666166",2
"1747","A684644",1
"1748","A692955",0
"1749","A679264",0
"1750","A705774",1
"1751","A699549",3
"1752","A711400",1
"1753","A704681",2
"1754","A667558",7
"1755","A686907",0
"1756","A708884",0
"1757","A681226",3
"1758","A713852",0
"1759","A704178",0
"1760","A307592",12
"1761","A664078",0
"1762","A679840",0
"1763","A526237",6
"1764","A682283",0
"1765","A667607",2
"1766","A704756",0
"1767","A677620",0
"1768","A691573",1
"1769","A673655",2
"1770","A704929",0
"1771","A687417",0
"1772","A667332",2
"1773","A702501",2
"1774","A677447",3
"1775","A676159",1
"1776","A716175",2
"1777","A679198",3
"1778","A687057",0
"1779","A453933",11
"1780","A710002",0
"1781","A701810",0
"1782","A682460",2
"1783","A674337",2
"1784","A694157",0
"1785","A688106",0
"1786","A694655",2
"1787","A680916",3
"1788","A718052",0
"1789","A689085",1
"1790","A669931",6
"1791","A717515",2
"1792","A662264",2
"1793","A677256",3
"1794","A704401",0
"1795","A686526",0
"1796","A713180",1
"1797","A693966",0
"1798","A669910",0
"1799","A712788",0
"1800","A714686",3
"1801","A708596",2
"1802","A700491",15
"1803","A683295",0
"1804","A687075",0
"1805","A695991",1
"1806","A676868",0
"1807","A719227",0
"1808","A666586",1
"1809","A692265",0
"1810","A680321",1
"1811","A708092",1
"1812","A674949",0
"1813","A712357",0
"1814","A696995",12
"1815","A681039",0
"1816","A697186",1
"1817","A631184",8
"1818","A688678",2
"1819","A679237",0
"1820","A690565",0
"1821","A681821",1
"1822","A711484",2
"1823","A685408",1
"1824","A664729",5
"1825","A670653",0
"1826","A712999",6
"1827","A662603",2
"1828","A692505",7
"1829","A689063",0
"1830","A710186",3
"1831","A704953",4
"1832","A696174",1
"1833","A666615",6
"1834","A699706",4
"1835","A671603",3
"1836","A691066",2
"1837","A683706",0
"1838","A669767",0
"1839","A699046",2
"1840","A688773",5
"1841","A700016",2
"1842","A691601",0
"1843","A689680",2
"1844","A665004",9
"1845","A707420",3
"1846","A664285",0
"1847","A620613",5
"1848","A706864",2
"1849","A706453",7
"1850","A665446",2
"1851","A682078",1
"1852","A661386",1
"1853","A695418",0
"1854","A685438",3
"1855","A683023",2
"1856","A668255",2
"1857","A687148",0
"1858","A693244",3
"1859","A685751",0
"1860","A689537",0
"1861","A705445",2
"1862","A678213",0
"1863","A701646",0
"1864","A698319",4
"1865","A695506",2
"1866","A711837",0
"1867","A687118",6
"1868","A681436",0
"1869","A698699",0
"1870","A701734",2
"1871","A668553",1
"1872","A701456",0
"1873","A694986",6
"1874","A698457",0
"1875","A676928",0
"1876","A719533",1
"1877","A630671",3
"1878","A715302",1
"1879","A694714",3
"1880","A678688",8
"1881","A679728",3
"1882","A677193",2
"1883","A673113",5
"1884","A683746",0
"1885","A670421",2
"1886","A675645",2
"1887","A709255",0
"1888","A675770",10
"1889","A714514",2
"1890","A676104",1
"1891","A697170",2
"1892","A692633",0
"1893","A695492",8
"1894","A704700",2
"1895","A675352",6
"1896","A485674",9
"1897","A672113",0
"1898","A708243",3
"1899","A667518",2
"1900","A700543",1
"1901","A692356",0
"1902","A704978",0
"1903","A695551",0
"1904","A704320",0
"1905","A706169",6
"1906","A685976",4
"1907","A711412",0
"1908","A700696",0
"1909","A697842",0
"1910","A689624",3
"1911","A680268",9
"1912","A718364",2
"1913","A669046",1
"1914","A682115",0
"1915","A695664",1
"1916","A708738",1
"1917","A669842",2
"1918","A674941",0
"1919","A681247",0
"1920","A704946",2
"1921","A713768",3
"1922","A705987",1
"1923","A681461",10
"1924","A708131",0
"1925","A712590",0
"1926","A675334",1
"1927","A666654",3
"1928","A504813",9
"1929","A718600",3
"1930","A680441",0
"1931","A664507",0
"1932","A705637",0
"1933","A652796",3
"1934","A678068",2
"1935","A716947",1
"1936","A716004",0
"1937","A706424",0
"1938","A517675",11
"1939","A700435",0
"1940","A691121",1
"1941","A701201",1
"1942","A693745",0
"1943","A679067",0
"1944","A707255",13
"1945","A692263",2
"1946","A708955",0
"1947","A706170",2
"1948","A706464",1
"1949","A717613",1
"1950","A707772",1
"1951","A687309",0
"1952","A685901",0
"1953","A459845",7
"1954","A676581",9
"1955","A712659",2
"1956","A674617",0
"1957","A382251",10
"1958","A711043",3
"1959","A668869",1
"1960","A679667",0
"1961","A675517",0
"1962","A682789",2
"1963","A709554",2
"1964","A679578",2
"1965","A711151",0
"1966","A694396",0
"1967","A676216",0
"1968","A671590",0
"1969","A630325",5
"1970","A665215",0
"1971","A718390",1
"1972","A693970",0
"1973","A668336",0
"1974","A668173",1
"1975","A688060",4
"1976","A687774",1
"1977","A669068",0
"1978","A709365",0
"1979","A685769",0
"1980","A690202",6
"1981","A699719",0
"1982","A675032",0
"1983","A666080",8
"1984","A702272",1
"1985","A721108",1
"1986","A707454",0
"1987","A701418",2
"1988","A700458",0
"1989","A675903",1
"1990","A708711",0
"1991","A709916",0
"1992","A669870",0
"1993","A686215",0
"1994","A709864",1
"1995","A670495",2
"1996","A670407",3
"1997","A687582",0
"1998","A680895",5
"1999","A686530",1
"2000","A668056",1
"2001","A663802",1
"2002","A699917",0
"2003","A668214",1
"2004","A686887",0
"2005","A682595",7
"2006","A719421",1
"2007","A706131",2
"2008","A515661",9
"2009","A706377",5
"2010","A704741",1
"2011","A709628",1
"2012","A677170",2
"2013","A714566",1
"2014","A672897",0
"2015","A676925",0
"2016","A704774",0
"2017","A663863",1
"2018","A674109",0
"2019","A705215",0
"2020","A668721",8
"2021","A667576",0
"2022","A704444",0
"2023","A703477",0
"2024","A719767",1
"2025","A704318",0
"2026","A675164",8
"2027","A716706",0
"2028","A677766",1
"2029","A708011",0
"2030","A666685",0
"2031","A614684",10
"2032","A669485",2
"2033","A713851",0
"2034","A699092",5
"2035","A667337",0
"2036","A678356",0
"2037","A694452",0
"2038","A714668",10
"2039","A714218",0
"2040","A685008",0
"2041","A706580",4
"2042","A698387",1
"2043","A666443",2
"2044","A695770",0
"2045","A678746",2
"2046","A667230",0
"2047","A704799",0
"2048","A712059",3
"2049","A707827",0
"2050","A683772",0
"2051","A700334",1
"2052","A392615",10
"2053","A675885",0
"2054","A515112",8
"2055","A713283",2
"2056","A710703",1
"2057","A683742",0
"2058","A696532",0
"2059","A718467",3
"2060","A673384",12
"2061","A705076",3
"2062","A719987",2
"2063","A695639",2
"2064","A701961",0
"2065","A665065",0
"2066","A705937",0
"2067","A669102",4
"2068","A716167",0
"2069","A698635",0
"2070","A702268",1
"2071","A713829",0
"2072","A703246",0
"2073","A695939",0
"2074","A666357",3
"2075","A708432",0
"2076","A688995",0
"2077","A681284",0
"2078","A683882",7
"2079","A696928",2
"2080","A716083",0
"2081","A712368",0
"2082","A673590",1
"2083","A687720",0
"2084","A520040",6
"2085","A692621",0
"2086","A687614",3
"2087","A691430",0
"2088","A500361",9
"2089","A664848",6
"2090","A715309",2
"2091","A688101",0
"2092","A674665",3
"2093","A684374",0
"2094","A669133",4
"2095","A671230",0
"2096","A685270",0
"2097","A665438",2
"2098","A688551",0
"2099","A719336",1
"2100","A707441",1
"2101","A688736",0
"2102","A683127",0
"2103","A675604",2
"2104","A676912",1
"2105","A713266",5
"2106","A688687",0
"2107","A689135",0
"2108","A715100",1
"2109","A700506",6
"2110","A711280",0
"2111","A669458",0
"2112","A711316",2
"2113","A682722",1
"2114","A683098",10
"2115","A683254",0
"2116","A626847",2
"2117","A668695",3
"2118","A715460",1
"2119","A687951",10
"2120","A685739",1
"2121","A695279",1
"2122","A711482",0
"2123","A646538",2
"2124","A430671",8
"2125","A669045",0
"2126","A699268",4
"2127","A712592",0
"2128","A678320",1
"2129","A705469",0
"2130","A691774",12
"2131","A709676",1
"2132","A686155",0
"2133","A676714",1
"2134","A693292",0
"2135","A719261",0
"2136","A720352",6
"2137","A670551",0
"2138","A609629",11
"2139","A717496",3
"2140","A716259",0
"2141","A682428",0
"2142","A694061",1
"2143","A694681",0
"2144","A687769",0
"2145","A671150",1
"2146","A593205",6
"2147","A692533",1
"2148","A677625",0
"2149","A668896",1
"2150","A670319",3
"2151","A688941",0
"2152","A690002",8
"2153","A701538",3
"2154","A672982",3
"2155","A696502",4
"2156","A689464",5
"2157","A704402",0
"2158","A680762",0
"2159","A690963",0
"2160","A699387",14
"2161","A677886",1
"2162","A677264",3
"2163","A702917",1
"2164","A676597",0
"2165","A683874",0
"2166","A703192",0
"2167","A636638",6
"2168","A665906",1
"2169","A694439",2
"2170","A718232",1
"2171","A702053",4
"2172","A664286",2
"2173","A679129",0
"2174","A717232",3
"2175","A670988",2
"2176","A685528",3
"2177","A662736",1
"2178","A642671",2
"2179","A287017",14
"2180","A664573",0
"2181","A680192",1
"2182","A694923",10
"2183","A718635",0
"2184","A668005",0
"2185","A624844",2
"2186","A701941",4
"2187","A698604",5
"2188","A693820",1
"2189","A664605",3
"2190","A682191",0
"2191","A658891",1
"2192","A505682",5
"2193","A706397",0
"2194","A683301",7
"2195","A666488",9
"2196","A699101",1
"2197","A666047",2
"2198","A713587",10
"2199","A684256",0
"2200","A680856",2
"2201","A700312",3
"2202","A689177",0
"2203","A667075",0
"2204","A706077",2
"2205","A713813",8
"2206","A708424",0
"2207","A699265",2
"2208","A698574",2
"2209","A688327",4
"2210","A706800",0
"2211","A714470",1
"2212","A435237",9
"2213","A688215",0
"2214","A482518",7
"2215","A682885",0
"2216","A685426",0
"2217","A710210",2
"2218","A662329",2
"2219","A671539",0
"2220","A717448",1
"2221","A673662",2
"2222","A717076",1
"2223","A693296",0
"2224","A485651",6
"2225","A673729",0
"2226","A693157",2
"2227","A684283",2
"2228","A712176",0
"2229","A688365",1
"2230","A699563",6
"2231","A554865",6
"2232","A670416",2
"2233","A693833",7
"2234","A698705",2
"2235","A665251",0
"2236","A677664",0
"2237","A705886",0
"2238","A693546",1
"2239","A666184",0
"2240","A676098",2
"2241","A686700",0
"2242","A677483",0
"2243","A625400",3
"2244","A706228",2
"2245","A552342",4
"2246","A702982",0
"2247","A664339",0
"2248","A680804",7
"2249","A677815",3
"2250","A689616",2
"2251","A708761",0
"2252","A670822",2
"2253","A690633",1
"2254","A705411",7
"2255","A701662",2
"2256","A705806",0
"2257","A697055",3
"2258","A683576",3
"2259","A689382",0
"2260","A687296",4
"2261","A711491",0
"2262","A664177",0
"2263","A682224",8
"2264","A666680",0
"2265","A687183",0
"2266","A704847",3
"2267","A671188",0
"2268","A675670",0
"2269","A665281",2
"2270","A709629",2
"2271","A673265",1
"2272","A712585",0
"2273","A696858",0
"2274","A715901",2
"2275","A699738",6
"2276","A664887",0
"2277","A685464",9
"2278","A690615",13
"2279","A663977",0
"2280","A680439",0
"2281","A674445",1
"2282","A700299",0
"2283","A676907",2
"2284","A672437",0
"2285","A678577",5
"2286","A717863",3
"2287","A673497",1
"2288","A693189",0
"2289","A678259",0
"2290","A695071",3
"2291","A681439",2
"2292","A685961",0
"2293","A684302",0
"2294","A681983",8
"2295","A688241",1
"2296","A679630",0
"2297","A682211",0
"2298","A693725",3
"2299","A677330",2
"2300","A710019",0
